mid,curr_page,oid,qid,time_stamp,test
31,friendship,134,1,1566997696935,6
31,friendship,135,1,1566997699985,6
31,friendship,136,1,1566997702801,6
31,friendship,137,1,1566997709850,6
31,friendship,138,1,1566997716625,6
31,friendship,139,1,1566997721168,6
31,friendship,140,1,1566997723323,6
31,friendship,141,1,1566997726199,6
31,friendship,142,1,1566997729234,6
31,friendship,143,1,1566997732291,6
31,friendship,144,1,1566997734685,6
31,friendship,145,1,1566997736321,6
31,friendship,146,1,1566997738896,6
31,friendship,147,1,1566997740842,6
31,friendship,148,1,1566997743324,6
31,friendship,149,1,1566997746068,6
31,friendship,150,1,1566997748959,6
31,friendship,151,1,1566997751172,6
31,friendship,152,1,1566997753561,6
31,friendship,153,1,1566997756935,6
31,friendship,154,1,1566997761724,6
31,friendship,155,1,1566997765105,6
31,friendship,156,1,1566997768066,6
31,friendship,157,1,1566997770372,6
31,friendship,158,1,1566997773150,6
31,friendship,159,1,1566997777463,6
31,friendship,160,1,1566997786020,6
31,friendship,161,1,1566997790941,6
31,friendship,162,1,1566997798919,6
31,friendship,163,1,1566997801102,6
31,friendship,164,1,1566997804482,6
31,friendship,165,1,1566997808468,6
31,friendship,166,1,1566997815958,6
31,friendship,167,1,1566997818565,6
31,friendship,168,1,1566997821602,6
31,friendship,169,1,1566997828051,6
31,friendship,170,1,1566997832098,6
31,friendship,171,1,1566997836188,6
31,friendship,172,1,1566997842840,6
31,friendship,173,1,1566997847228,6
31,friendship,174,1,1566997849615,6
31,friendship,175,1,1566997855516,6
31,friendship,176,1,1566997860045,6
31,friendship,177,1,1566997863986,6
32,info,0,1,NA,1
32,info,0,2,NA,1
32,info,0,3,NA,1
32,info,0,4,NA,1
32,info,0,5,NA,1
32,info,0,6,NA,1
32,my_bigfive,0,1,1566988156649,2
32,my_bigfive,0,2,1566988162848,2
32,my_bigfive,0,3,1566988165421,2
32,my_bigfive,0,4,1566988178234,2
32,my_bigfive,0,5,1566988175758,2
32,my_bigfive,0,6,1566988181983,2
32,my_bigfive,0,7,1566988187438,2
32,my_bigfive,0,8,1566988190002,2
32,my_bigfive,0,9,1566988192273,2
32,my_bigfive,0,10,1566988195936,2
32,my_bigfive,0,11,1566988199003,2
32,my_bigfive,0,12,1566988202256,2
32,my_bigfive,0,13,1566988205946,2
32,my_bigfive,0,14,1566988210248,2
32,my_bigfive,0,15,1566988212021,2
32,my_bigfive,0,16,1566988217082,2
32,my_bigfive,0,17,1566988219228,2
32,my_bigfive,0,18,1566988221673,2
32,my_bigfive,0,19,1566988225241,2
32,my_bigfive,0,20,1566988227186,2
32,depression,0,1,1566988234770,3
32,depression,0,2,1566988239822,3
32,depression,0,3,1566988242684,3
32,depression,0,4,1566988246256,3
32,depression,0,5,1566988248332,3
32,depression,0,6,1566988253842,3
32,depression,0,7,1566988262576,3
32,depression,0,8,1566988268329,3
32,depression,0,9,1566988274646,3
32,lonely,0,1,1566988282457,4
32,lonely,0,2,1566988284961,4
32,lonely,0,3,1566988287632,4
32,lonely,0,4,1566988290112,4
32,lonely,0,5,1566988292446,4
32,lonely,0,6,1566988297756,4
32,lonely,0,7,1566988299570,4
32,lonely,0,8,1566988301097,4
32,lonely,0,9,1566988303216,4
32,lonely,0,10,1566988305724,4
32,happy,0,1,1566988313265,5
32,happy,0,2,1566988315920,5
32,happy,0,3,1566988320878,5
32,happy,0,4,1566988326546,5
32,friendship,1,1,1566988406053,6
32,friendship,2,1,1566988420500,6
32,friendship,3,1,1566988433505,6
32,friendship,4,1,1566988445115,6
32,friendship,5,1,1566988455220,6
32,friendship,6,1,1566988464812,6
32,friendship,7,1,1566988473725,6
32,friendship,8,1,1566988484838,6
32,friendship,9,1,1566988495914,6
32,friendship,10,1,1566988508776,6
32,friendship,11,1,1566988521320,6
32,friendship,12,1,1566988531025,6
32,friendship,13,1,1566988544740,6
32,friendship,14,1,1566988558374,6
32,friendship,15,1,1566988573863,6
32,friendship,16,1,1566988586230,6
32,friendship,17,1,1566988596077,6
32,friendship,18,1,1566988606620,6
32,friendship,19,1,1566988620797,6
32,friendship,20,1,1566988632415,6
32,friendship,21,1,1566988639669,6
32,friendship,22,1,1566988649526,6
32,friendship,23,1,1566988658221,6
32,friendship,24,1,1566988666615,6
32,friendship,25,1,1566988675974,6
32,friendship,26,1,1566988752598,6
32,friendship,27,1,1566988777234,6
32,friendship,28,1,1566988788625,6
32,friendship,29,1,1566988799494,6
32,friendship,30,1,1566988809188,6
32,friendship,31,1,1566988818238,6
32,friendship,33,1,1566988828025,6
32,friendship,34,1,1566988838886,6
32,friendship,35,1,1566988850706,6
32,friendship,36,1,1566988853860,6
32,friendship,37,1,1566988856516,6
32,friendship,38,1,1566988859385,6
32,friendship,39,1,1566988865523,6
32,friendship,40,1,1566988870560,6
32,friendship,41,1,1566988874595,6
32,friendship,42,1,1566988878823,6
32,friendship,43,1,1566988891286,6
32,friendship,44,1,1566988895985,6
32,friendship,45,1,1566988901641,6
32,friendship,46,1,1566988906855,6
32,friendship,47,1,1566988910540,6
32,friendship,48,1,1566988914217,6
32,friendship,49,1,1566988917908,6
32,friendship,50,1,1566988921739,6
32,friendship,51,1,1566988962960,6
32,friendship,52,1,1566988970177,6
32,friendship,53,1,1566988974372,6
32,friendship,54,1,1566988982202,6
32,friendship,55,1,1566988991567,6
32,friendship,56,1,1566988996463,6
32,friendship,57,1,1566989000609,6
32,friendship,58,1,1566989004280,6
32,friendship,59,1,1566989007450,6
32,friendship,60,1,1566989010173,6
32,friendship,61,1,1566989012963,6
32,friendship,62,1,1566989016810,6
32,friendship,63,1,1566989022655,6
32,friendship,64,1,1566989029472,6
32,friendship,65,1,1566989037304,6
32,friendship,66,1,1566989044515,6
32,friendship,67,1,1566989047609,6
32,friendship,68,1,1566989050782,6
32,friendship,69,1,1566989054524,6
32,friendship,70,1,1566989057521,6
32,friendship,71,1,1566989062229,6
32,friendship,72,1,1566989065281,6
32,friendship,73,1,1566989068873,6
32,friendship,74,1,1566989071762,6
32,friendship,75,1,1566989076675,6
32,friendship,76,1,1566989083357,6
32,friendship,77,1,1566989146959,6
32,friendship,78,1,1566989172402,6
32,friendship,79,1,1566989177776,6
32,friendship,80,1,1566989181747,6
32,friendship,81,1,1566989185144,6
32,friendship,82,1,1566989189681,6
32,friendship,83,1,1566989196415,6
32,friendship,84,1,1566989202272,6
32,friendship,85,1,1566989208976,6
32,friendship,86,1,1566989216530,6
32,friendship,87,1,1566989221965,6
32,friendship,88,1,1566989225566,6
32,friendship,89,1,1566989231236,6
32,friendship,90,1,1566989234434,6
32,friendship,91,1,1566989236742,6
32,friendship,92,1,1566989240610,6
32,friendship,93,1,1566989243332,6
32,friendship,94,1,1566989246001,6
32,friendship,95,1,1566989250223,6
32,friendship,96,1,1566989253224,6
32,friendship,97,1,1566989255977,6
32,friendship,98,1,1566989259711,6
32,friendship,99,1,1566989262266,6
32,friendship,100,1,1566989264815,6
32,friendship,101,1,1566989267458,6
32,friendship,102,1,1566989269640,6
32,friendship,103,1,1566989271848,6
32,friendship,104,1,1566989280942,6
32,friendship,105,1,1566989284066,6
32,friendship,106,1,1566989286720,6
32,friendship,107,1,1566989289169,6
32,friendship,108,1,1566989298114,6
32,friendship,109,1,1566989304989,6
32,friendship,110,1,1566989313084,6
32,friendship,111,1,1566989320181,6
32,friendship,112,1,1566989328770,6
32,friendship,113,1,1566989333739,6
32,friendship,114,1,1566989336872,6
32,friendship,115,1,1566989340026,6
32,friendship,116,1,1566989343370,6
32,friendship,117,1,1566989346369,6
32,friendship,118,1,1566989350822,6
32,friendship,119,1,1566989354775,6
32,friendship,120,1,1566989358595,6
32,friendship,121,1,1566989375544,6
32,friendship,122,1,1566989380829,6
32,friendship,123,1,1566989385278,6
32,friendship,124,1,1566989390302,6
32,friendship,125,1,1566989393313,6
32,friendship,126,1,1566989396468,6
32,friendship,127,1,1566989400086,6
32,friendship,128,1,1566989404338,6
32,friendship,129,1,1566989407986,6
32,friendship,130,1,1566989411058,6
32,friendship,131,1,1566989414768,6
32,friendship,132,1,1566989417480,6
32,friendship,133,1,1566989420431,6
32,friendship,134,1,1566989424689,6
32,friendship,135,1,1566989427654,6
32,friendship,136,1,1566989429962,6
32,friendship,137,1,1566989435444,6
32,friendship,138,1,1566989438280,6
32,friendship,139,1,1566989441899,6
32,friendship,140,1,1566989444335,6
32,friendship,141,1,1566989446586,6
32,friendship,142,1,1566989449002,6
32,friendship,143,1,1566989452035,6
32,friendship,144,1,1566989455902,6
32,friendship,145,1,1566989457999,6
32,friendship,146,1,1566989460022,6
32,friendship,147,1,1566989462052,6
32,friendship,148,1,1566989464169,6
32,friendship,149,1,1566989467455,6
32,friendship,150,1,1566989470844,6
32,friendship,151,1,1566989473064,6
32,friendship,152,1,1566989475938,6
32,friendship,153,1,1566989479040,6
32,friendship,154,1,1566989483992,6
32,friendship,155,1,1566989487324,6
32,friendship,156,1,1566989489903,6
32,friendship,157,1,1566989492208,6
32,friendship,158,1,1566989494345,6
32,friendship,159,1,1566989497538,6
32,friendship,160,1,1566989500745,6
32,friendship,161,1,1566989503311,6
32,friendship,162,1,1566989505970,6
32,friendship,163,1,1566989508120,6
32,friendship,164,1,1566989510952,6
32,friendship,165,1,1566989515235,6
32,friendship,166,1,1566989518636,6
32,friendship,167,1,1566989521651,6
32,friendship,168,1,1566989525006,6
32,friendship,169,1,1566989527553,6
32,friendship,170,1,1566989531898,6
32,friendship,171,1,1566989535123,6
32,friendship,172,1,1566989538480,6
32,friendship,173,1,1566989541117,6
32,friendship,174,1,1566989543846,6
32,friendship,175,1,1566989546252,6
32,friendship,176,1,1566989549926,6
32,friendship,177,1,1566989556237,6
33,info,0,1,1567001612461,1
33,info,0,2,1567001615628,1
33,info,0,3,1567001614844,1
33,info,0,4,NA,1
33,info,0,5,1567001634858,1
33,info,0,6,1567001637851,1
33,my_bigfive,0,1,1567001653571,2
33,my_bigfive,0,2,1567001657197,2
33,my_bigfive,0,3,1567001659016,2
33,my_bigfive,0,4,1567001661045,2
33,my_bigfive,0,5,1567001665800,2
33,my_bigfive,0,6,1567001669682,2
33,my_bigfive,0,7,1567001673206,2
33,my_bigfive,0,8,1567001674954,2
33,my_bigfive,0,9,1567001676384,2
33,my_bigfive,0,10,1567001677708,2
33,my_bigfive,0,11,1567001679079,2
33,my_bigfive,0,12,1567001681828,2
33,my_bigfive,0,13,1567001689190,2
33,my_bigfive,0,14,1567001691350,2
33,my_bigfive,0,15,1567001693505,2
33,my_bigfive,0,16,1567001695180,2
33,my_bigfive,0,17,1567001697877,2
33,my_bigfive,0,18,1567001702016,2
33,my_bigfive,0,19,1567001706499,2
33,my_bigfive,0,20,1567001708555,2
33,depression,0,1,1567001733765,3
33,depression,0,2,1567001736180,3
33,depression,0,3,1567001737987,3
33,depression,0,4,1567001739470,3
33,depression,0,5,1567001741097,3
33,depression,0,6,1567001747260,3
33,depression,0,7,1567001750873,3
33,depression,0,8,1567001755808,3
33,depression,0,9,1567001758728,3
33,lonely,0,1,1567001768103,4
33,lonely,0,2,1567001770600,4
33,lonely,0,3,1567001772588,4
33,lonely,0,4,1567001776661,4
33,lonely,0,5,1567001779777,4
33,lonely,0,6,1567001784879,4
33,lonely,0,7,1567001789872,4
33,lonely,0,8,1567001791474,4
33,lonely,0,9,1567001793180,4
33,lonely,0,10,1567001795260,4
33,happy,0,1,1567001809387,5
33,happy,0,2,1567001814114,5
33,happy,0,3,1567001820630,5
33,happy,0,4,1567001830127,5
33,friendship,1,1,1567001838347,6
33,friendship,2,1,1567001855495,6
33,friendship,3,1,1567001899580,6
33,friendship,4,1,1567001914976,6
33,friendship,5,1,1567001925851,6
33,friendship,6,1,1567001938853,6
33,friendship,7,1,1567001949487,6
33,friendship,8,1,1567001966238,6
33,friendship,9,1,1567001976679,6
33,friendship,10,1,1567001989386,6
33,friendship,11,1,1567002191485,6
33,friendship,12,1,1567002201083,6
33,friendship,13,1,1567002208847,6
33,friendship,14,1,1567002221282,6
33,friendship,15,1,1567002235766,6
33,friendship,16,1,1567002245635,6
33,friendship,17,1,1567002254031,6
33,friendship,18,1,1567002263173,6
33,friendship,19,1,1567002284797,6
33,friendship,20,1,1567002293425,6
33,friendship,21,1,1567002309556,6
33,friendship,22,1,1567002320186,6
33,friendship,23,1,1567002330089,6
33,friendship,24,1,1567002339554,6
33,friendship,25,1,1567002348813,6
33,friendship,26,1,1567002357926,6
33,friendship,27,1,1567002364688,6
33,friendship,28,1,1567002372026,6
33,friendship,29,1,1567002378177,6
33,friendship,30,1,1567002385233,6
33,friendship,31,1,1567002396674,6
33,friendship,32,1,1567002410149,6
33,friendship,34,1,1567002417564,6
33,friendship,35,1,1567002434928,6
33,friendship,36,1,1567002439169,6
33,friendship,37,1,1567002447580,6
33,friendship,38,1,1567002455113,6
33,friendship,39,1,1567002465347,6
33,friendship,40,1,1567002472966,6
33,friendship,41,1,1567002480269,6
33,friendship,42,1,1567002485844,6
33,friendship,43,1,1567002491153,6
33,friendship,44,1,1567002499295,6
33,friendship,45,1,1567002506902,6
33,friendship,46,1,1567002513774,6
33,friendship,47,1,1567002535380,6
33,friendship,48,1,1567002539281,6
33,friendship,49,1,1567002543909,6
33,friendship,50,1,1567002546648,6
33,friendship,51,1,1567002549340,6
33,friendship,52,1,1567002551778,6
33,friendship,53,1,1567002555631,6
33,friendship,54,1,1567002557917,6
33,friendship,55,1,1567002560017,6
33,friendship,56,1,1567002562340,6
33,friendship,57,1,1567002564410,6
33,friendship,58,1,1567002568106,6
33,friendship,59,1,1567002570529,6
33,friendship,60,1,1567002573305,6
33,friendship,61,1,1567002582556,6
33,friendship,62,1,1567002585647,6
33,friendship,63,1,1567002593239,6
33,friendship,64,1,1567002600623,6
33,friendship,65,1,1567002604448,6
33,friendship,66,1,1567002607899,6
33,friendship,67,1,1567002612673,6
33,friendship,68,1,1567002614693,6
33,friendship,69,1,1567002617559,6
33,friendship,70,1,1567002621880,6
33,friendship,71,1,1567002623826,6
33,friendship,72,1,1567002629302,6
33,friendship,73,1,1567002631923,6
33,friendship,74,1,1567002635146,6
33,friendship,75,1,1567002650015,6
33,friendship,76,1,1567002653295,6
33,friendship,77,1,1567002658323,6
33,friendship,78,1,1567002661656,6
33,friendship,79,1,1567002663938,6
33,friendship,80,1,1567002667670,6
33,friendship,81,1,1567002674509,6
33,friendship,82,1,1567002678011,6
33,friendship,83,1,1567002682825,6
33,friendship,84,1,1567002687823,6
33,friendship,85,1,1567002690382,6
33,friendship,86,1,1567002693678,6
33,friendship,87,1,1567002696552,6
33,friendship,88,1,1567003589243,6
33,friendship,89,1,1567003595122,6
33,friendship,90,1,1567003597930,6
33,friendship,91,1,1567003603434,6
33,friendship,92,1,1567003606641,6
33,friendship,93,1,1567003610041,6
33,friendship,94,1,1567003612935,6
33,friendship,95,1,1567003626598,6
33,friendship,96,1,1567003635946,6
33,friendship,97,1,1567003638561,6
33,friendship,98,1,1567003642559,6
33,friendship,99,1,1567003647294,6
33,friendship,100,1,1567003649760,6
33,friendship,101,1,1567003652693,6
33,friendship,102,1,1567003655816,6
33,friendship,103,1,1567003661083,6
33,friendship,104,1,1567003670863,6
33,friendship,105,1,1567003677461,6
33,friendship,106,1,1567003681761,6
33,friendship,107,1,1567003684829,6
33,friendship,108,1,1567003689678,6
33,friendship,109,1,1567003692151,6
33,friendship,110,1,1567003698736,6
33,friendship,111,1,1567003702933,6
33,friendship,112,1,1567003715620,6
33,friendship,113,1,1567003724297,6
33,friendship,114,1,1567003733679,6
33,friendship,115,1,1567003751428,6
33,friendship,116,1,1567003754963,6
33,friendship,117,1,1567003758556,6
33,friendship,118,1,1567003767142,6
33,friendship,119,1,1567003769607,6
33,friendship,120,1,1567003771877,6
33,friendship,121,1,1567003777988,6
33,friendship,122,1,1567003780557,6
33,friendship,123,1,1567003783649,6
33,friendship,124,1,1567003785821,6
33,friendship,125,1,1567003789775,6
33,friendship,126,1,1567003798859,6
33,friendship,127,1,1567003808625,6
33,friendship,128,1,1567003810850,6
33,friendship,129,1,1567003812894,6
33,friendship,130,1,1567003816236,6
33,friendship,131,1,1567003825892,6
33,friendship,132,1,1567003832535,6
33,friendship,133,1,1567003835112,6
33,friendship,134,1,1567003837795,6
33,friendship,135,1,1567003841309,6
33,friendship,136,1,1567003845192,6
33,friendship,137,1,1567003847575,6
33,friendship,138,1,1567003850550,6
33,friendship,139,1,1567003854150,6
33,friendship,140,1,1567003857778,6
33,friendship,141,1,1567003860910,6
33,friendship,142,1,1567003872842,6
33,friendship,143,1,1567003883289,6
33,friendship,144,1,1567003885689,6
33,friendship,145,1,1567003888417,6
33,friendship,146,1,1567003890760,6
33,friendship,147,1,1567003893582,6
33,friendship,148,1,1567003901490,6
33,friendship,149,1,1567003910164,6
33,friendship,150,1,1567003917384,6
33,friendship,151,1,1567003926347,6
33,friendship,152,1,1567003928413,6
33,friendship,153,1,1567003930637,6
33,friendship,154,1,1567003933589,6
33,friendship,155,1,1567003936025,6
33,friendship,156,1,1567003940046,6
33,friendship,157,1,1567003945589,6
33,friendship,158,1,1567003955392,6
33,friendship,159,1,1567003962676,6
33,friendship,160,1,1567003972767,6
33,friendship,161,1,1567003976934,6
33,friendship,162,1,1567003985347,6
33,friendship,163,1,1567003987763,6
33,friendship,164,1,1567003991914,6
33,friendship,165,1,1567003994831,6
33,friendship,166,1,1567004004077,6
33,friendship,167,1,1567004007701,6
33,friendship,168,1,1567004015708,6
33,friendship,169,1,1567004025619,6
33,friendship,170,1,1567004032248,6
33,friendship,171,1,1567004045437,6
33,friendship,172,1,1567004054284,6
33,friendship,173,1,1567004061340,6
33,friendship,174,1,1567004065759,6
33,friendship,175,1,1567004072553,6
33,friendship,176,1,1567004079828,6
33,friendship,177,1,1567004092408,6
34,info,0,1,1567004528920,1
34,info,0,2,NA,1
34,info,0,3,1567004530384,1
34,info,0,4,NA,1
34,info,0,5,1567004532271,1
34,info,0,6,1567004537541,1
34,my_bigfive,0,1,1567004547187,2
34,my_bigfive,0,2,1567004547786,2
34,my_bigfive,0,3,1567004548837,2
34,my_bigfive,0,4,1567004549752,2
34,my_bigfive,0,5,1567004550719,2
34,my_bigfive,0,6,1567004551790,2
34,my_bigfive,0,7,1567004552886,2
34,my_bigfive,0,8,1567004553871,2
34,my_bigfive,0,9,1567004554871,2
34,my_bigfive,0,10,1567004555803,2
34,my_bigfive,0,11,1567004557437,2
34,my_bigfive,0,12,1567004558155,2
34,my_bigfive,0,13,1567004559071,2
34,my_bigfive,0,14,1567004560237,2
34,my_bigfive,0,15,1567004560737,2
34,my_bigfive,0,16,1567004561887,2
34,my_bigfive,0,17,1567004563237,2
34,my_bigfive,0,18,1567004564254,2
34,my_bigfive,0,19,1567004565604,2
34,my_bigfive,0,20,1567004566721,2
34,depression,0,1,1567004571907,3
34,depression,0,2,1567004573955,3
34,depression,0,3,1567004575022,3
34,depression,0,4,1567004575972,3
34,depression,0,5,1567004576874,3
34,depression,0,6,1567004577774,3
34,depression,0,7,1567004578672,3
34,depression,0,8,1567004579839,3
34,depression,0,9,1567004580806,3
34,lonely,0,1,1567004588857,4
34,lonely,0,2,1567004589340,4
34,lonely,0,3,1567004590407,4
34,lonely,0,4,1567004591257,4
34,lonely,0,5,1567004592092,4
34,lonely,0,6,1567004593608,4
34,lonely,0,7,1567004594493,4
34,lonely,0,8,1567004594824,4
34,lonely,0,9,1567004595775,4
34,lonely,0,10,1567004596758,4
34,happy,0,1,1567004599259,5
34,happy,0,2,1567004600892,5
34,happy,0,3,1567004602809,5
34,happy,0,4,1567004603794,5
34,friendship,1,1,1567004609355,6
34,friendship,2,1,1567004611213,6
34,friendship,3,1,1567004613013,6
34,friendship,4,1,1567004618097,6
34,friendship,5,1,1567004627248,6
34,friendship,6,1,1567004630149,6
34,friendship,7,1,1567004633115,6
34,friendship,8,1,1567004635450,6
34,friendship,9,1,1567004637049,6
34,friendship,10,1,1567004642018,6
34,friendship,11,1,1567004645500,6
34,friendship,12,1,1567004650449,6
34,friendship,13,1,1567004658602,6
34,friendship,14,1,1567004661952,6
34,friendship,15,1,1567004665771,6
34,friendship,16,1,1567004667520,6
34,friendship,17,1,1567004673037,6
34,friendship,18,1,1567004674904,6
34,friendship,19,1,1567004678438,6
34,friendship,20,1,1567004680806,6
34,friendship,21,1,1567004683307,6
34,friendship,22,1,1567004686857,6
34,friendship,23,1,1567004688624,6
34,friendship,24,1,1567004693439,6
34,friendship,25,1,1567004699145,6
34,friendship,26,1,1567004703876,6
34,friendship,27,1,1567004706560,6
34,friendship,28,1,1567004709692,6
34,friendship,29,1,1567004737729,6
34,friendship,30,1,1567004739729,6
34,friendship,31,1,1567004745964,6
34,friendship,32,1,1567004748863,6
34,friendship,33,1,1567004752847,6
34,friendship,35,1,1567004754814,6
34,friendship,36,1,1567004757066,6
34,friendship,37,1,1567004758766,6
34,friendship,38,1,1567004760631,6
34,friendship,39,1,1567004762715,6
34,friendship,40,1,1567004764732,6
34,friendship,41,1,1567004768667,6
34,friendship,42,1,1567004770616,6
34,friendship,43,1,1567004772699,6
34,friendship,44,1,1567004774683,6
34,friendship,45,1,1567004776267,6
34,friendship,46,1,1567004779700,6
34,friendship,47,1,1567004782234,6
34,friendship,48,1,1567004784001,6
34,friendship,49,1,1567004785653,6
34,friendship,50,1,1567004787884,6
34,friendship,51,1,1567004792542,6
34,friendship,52,1,1567004794819,6
34,friendship,53,1,1567004796969,6
34,friendship,54,1,1567004798986,6
34,friendship,55,1,1567004801753,6
34,friendship,56,1,1567004810337,6
34,friendship,57,1,1567004825939,6
34,friendship,58,1,1567004830923,6
34,friendship,59,1,1567004834490,6
34,friendship,60,1,1567004837275,6
34,friendship,61,1,1567004841609,6
34,friendship,62,1,1567004843574,6
34,friendship,63,1,1567004857326,6
34,friendship,64,1,1567004862660,6
34,friendship,65,1,1567004864795,6
34,friendship,66,1,1567004870162,6
34,friendship,67,1,1567004878090,6
34,friendship,68,1,1567004882881,6
34,friendship,69,1,1567004884763,6
34,friendship,70,1,1567004900298,6
34,friendship,71,1,1567004903049,6
34,friendship,72,1,1567004907299,6
34,friendship,73,1,1567004909066,6
34,friendship,74,1,1567004914683,6
34,friendship,75,1,1567004917050,6
34,friendship,76,1,1567004924985,6
34,friendship,77,1,1567004929585,6
34,friendship,78,1,1567004932419,6
34,friendship,79,1,1567004935954,6
34,friendship,80,1,1567004938086,6
34,friendship,81,1,1567004940736,6
34,friendship,82,1,1567004942455,6
34,friendship,83,1,1567004944170,6
34,friendship,84,1,1567004946455,6
34,friendship,85,1,1567004950323,6
34,friendship,86,1,1567004952322,6
34,friendship,87,1,1567004954972,6
34,friendship,88,1,1567004957773,6
34,friendship,89,1,1567004961239,6
34,friendship,90,1,1567004963972,6
34,friendship,91,1,1567004995443,6
34,friendship,92,1,1567004997410,6
34,friendship,93,1,1567004999560,6
34,friendship,94,1,1567005023913,6
34,friendship,95,1,1567005026730,6
34,friendship,96,1,1567005028449,6
34,friendship,97,1,1567005030448,6
34,friendship,98,1,1567005032249,6
34,friendship,99,1,1567005034431,6
34,friendship,100,1,1567005036115,6
34,friendship,101,1,1567005038282,6
34,friendship,102,1,1567005039895,6
34,friendship,103,1,1567005046421,6
34,friendship,104,1,1567005049333,6
34,friendship,105,1,1567005052635,6
34,friendship,106,1,1567005055452,6
34,friendship,107,1,1567005058518,6
34,friendship,108,1,1567005061634,6
34,friendship,109,1,1567005064285,6
34,friendship,110,1,1567005069419,6
34,friendship,111,1,1567005072186,6
34,friendship,112,1,1567005073919,6
34,friendship,113,1,1567005075821,6
34,friendship,114,1,1567005079658,6
34,friendship,115,1,1567005082454,6
34,friendship,116,1,1567005084338,6
34,friendship,117,1,1567005086638,6
34,friendship,118,1,1567005094706,6
34,friendship,119,1,1567005096605,6
34,friendship,120,1,1567005098389,6
34,friendship,121,1,1567005100123,6
34,friendship,122,1,1567005101657,6
34,friendship,123,1,1567005106925,6
34,friendship,124,1,1567005110680,6
34,friendship,125,1,1567005113225,6
34,friendship,126,1,1567005115709,6
34,friendship,127,1,1567005117775,6
34,friendship,128,1,1567005119677,6
34,friendship,129,1,1567005121275,6
34,friendship,130,1,1567005124078,6
34,friendship,131,1,1567005125910,6
34,friendship,132,1,1567005129160,6
34,friendship,133,1,1567005131027,6
34,friendship,134,1,1567005133649,6
34,friendship,135,1,1567005135645,6
34,friendship,136,1,1567005139428,6
34,friendship,137,1,1567005142583,6
34,friendship,138,1,1567005144195,6
34,friendship,139,1,1567005145795,6
34,friendship,140,1,1567005150914,6
34,friendship,141,1,1567005152497,6
34,friendship,142,1,1567005158363,6
34,friendship,143,1,1567005161315,6
34,friendship,144,1,1567005164530,6
34,friendship,145,1,1567005166266,6
34,friendship,146,1,1567005168581,6
34,friendship,147,1,1567005170290,6
34,friendship,148,1,1567005172181,6
34,friendship,149,1,1567005174215,6
34,friendship,150,1,1567005176943,6
34,friendship,151,1,1567005180033,6
34,friendship,152,1,1567005184966,6
34,friendship,153,1,1567005192435,6
34,friendship,154,1,1567005195502,6
34,friendship,155,1,1567005201924,6
34,friendship,156,1,1567005205304,6
34,friendship,157,1,1567005208036,6
34,friendship,158,1,1567005211521,6
34,friendship,159,1,1567005213786,6
34,friendship,160,1,1567005215587,6
34,friendship,161,1,1567005217221,6
34,friendship,162,1,1567005219039,6
34,friendship,163,1,1567005223705,6
34,friendship,164,1,1567005226239,6
34,friendship,165,1,1567005229022,6
34,friendship,166,1,1567005230789,6
34,friendship,167,1,1567005232623,6
34,friendship,168,1,1567005234374,6
34,friendship,169,1,1567005236431,6
34,friendship,170,1,1567005238091,6
34,friendship,171,1,1567005239723,6
34,friendship,172,1,1567005242307,6
34,friendship,173,1,1567005246190,6
34,friendship,174,1,1567005255417,6
34,friendship,175,1,1567005257077,6
34,friendship,176,1,1567005259904,6
34,friendship,177,1,1567005263159,6
35,info,0,1,1567005469335,1
35,info,0,2,1567005472253,1
35,info,0,3,1567005471658,1
35,info,0,4,NA,1
35,info,0,5,1567005478331,1
35,info,0,6,1567005483663,1
35,my_bigfive,0,1,1567005515563,2
35,my_bigfive,0,2,1567005517800,2
35,my_bigfive,0,3,1567005519181,2
35,my_bigfive,0,4,1567005521221,2
35,my_bigfive,0,5,1567005522532,2
35,my_bigfive,0,6,1567005524142,2
35,my_bigfive,0,7,1567005527608,2
35,my_bigfive,0,8,1567005529802,2
35,my_bigfive,0,9,1567005531005,2
35,my_bigfive,0,10,1567005533758,2
35,my_bigfive,0,11,1567005536924,2
35,my_bigfive,0,12,1567005539684,2
35,my_bigfive,0,13,1567005543523,2
35,my_bigfive,0,14,1567005545265,2
35,my_bigfive,0,15,1567005548825,2
35,my_bigfive,0,16,1567005550063,2
35,my_bigfive,0,17,1567005553207,2
35,my_bigfive,0,18,1567005559090,2
35,my_bigfive,0,19,1567005560601,2
35,my_bigfive,0,20,1567005562132,2
35,depression,0,1,1567005575084,3
35,depression,0,2,1567005577746,3
35,depression,0,3,1567005579496,3
35,depression,0,4,1567005581238,3
35,depression,0,5,1567005582581,3
35,depression,0,6,1567005584606,3
35,depression,0,7,1567005594448,3
35,depression,0,8,1567005599558,3
35,depression,0,9,1567005604367,3
35,lonely,0,1,1567005611702,4
35,lonely,0,2,1567005654677,4
35,lonely,0,3,1567005657383,4
35,lonely,0,4,1567005658846,4
35,lonely,0,5,1567005663962,4
35,lonely,0,6,1567005665161,4
35,lonely,0,7,1567005667054,4
35,lonely,0,8,1567005668906,4
35,lonely,0,9,1567005669851,4
35,lonely,0,10,1567005670779,4
35,happy,0,1,1567005677046,5
35,happy,0,2,1567005679990,5
35,happy,0,3,1567005681650,5
35,happy,0,4,1567005682985,5
35,friendship,1,1,1567005689894,6
35,friendship,2,1,1567005699135,6
