"mid","oid","q1","q2","q3","q4","q5","uniqueid","q6"
"169","64","3","2","2","3","3","34970","0"
"0","7","4","1","2","2","2","34971","0"
"0","8","4","1","2","2","2","34972","0"
"164","158","5","1","1","2","1","34973","0"
"0","9","3","2","2","3","3","34974","0"
"0","10","3","2","2","3","3","34975","0"
"3","7","3","1","2","2","2","34976","0"
"164","159","1","2","2","3","3","34977","0"
"164","159","1","2","2","3","3","34978","0"
"0","11","4","1","2","2","1","34979","0"
"43","136","1","2","2","3","3","34980","0"
"167","135","1","2","2","3","3","34981","0"
"169","65","3","2","2","3","3","34982","0"
"164","159","1","2","2","3","3","34983","0"
"0","12","3","2","2","3","3","34984","0"
"3","8","3","2","2","3","3","34985","0"
"164","159","1","2","2","3","3","34986","0"
"0","13","4","1","2","2","2","34987","0"
"3","8","3","2","2","3","3","34988","0"
"160","107","3","1","2","1","1","34989","0"
"164","159","1","2","2","3","3","34990","0"
"0","14","4","1","1","2","1","34991","36"
"160","108","1","2","2","3","3","34992","0"
"164","159","1","2","2","3","3","34993","0"
"3","9","5","1","1","2","2","34994","61"
"43","137","1","2","2","3","3","34995","0"
"0","15","4","2","2","2","2","34996","0"
"164","159","1","2","2","3","3","34997","0"
"3","10","3","1","2","3","3","34998","0"
"160","109","1","2","2","3","3","34999","0"
"164","159","1","2","2","3","3","35000","0"
"0","16","4","1","2","2","2","35001","0"
"3","10","3","1","2","3","3","35002","0"
"164","159","1","2","2","3","3","35003","0"
"0","17","3","2","2","2","2","35004","0"
"160","110","4","1","2","2","1","35005","35"
"175","13","2","2","2","2","2","35006","0"
"164","160","5","1","1","1","1","35007","0"
"0","18","4","1","2","1","1","35008","0"
"169","66","2","2","2","3","3","35009","0"
"3","11","3","1","2","3","1","35010","0"
"0","19","3","2","2","1","1","35011","0"
"164","161","1","2","2","3","3","35012","0"
"175","14","2","2","2","2","2","35013","0"
"3","11","3","1","2","3","1","35014","0"
"169","67","3","2","2","2","3","35015","0"
"164","161","1","2","2","3","3","35016","0"
"0","20","3","2","2","3","3","35017","0"
"105","0","1","2","2","3","3","35018","0"
"3","11","3","1","2","3","1","35019","0"
"164","161","1","2","2","3","3","35020","0"
"0","21","3","2","2","1","1","35021","0"
"3","11","3","1","2","3","1","35022","0"
"105","1","1","2","2","3","3","35023","0"
"164","161","1","2","2","3","3","35024","0"
"3","11","3","1","2","3","1","35025","0"
"105","2","1","2","2","3","3","35026","0"
"0","22","3","2","2","3","3","35027","0"
"3","11","3","1","2","3","1","35028","0"
"164","162","1","2","2","3","3","35029","0"
"105","2","1","2","2","3","3","35030","0"
"0","23","3","2","2","3","3","35031","0"
"3","11","3","1","2","3","1","35032","0"
"164","163","1","2","2","3","3","35033","0"
"105","2","1","2","2","3","3","35034","0"
"3","11","3","1","2","3","1","35035","0"
"105","2","1","2","2","3","3","35036","0"
"3","11","3","1","2","3","1","35037","0"
"105","3","1","2","2","3","3","35038","0"
"105","3","1","2","2","3","3","35039","0"
"175","15","2","2","2","2","2","35040","0"
"3","11","3","1","2","3","1","35041","0"
"105","3","1","2","2","3","3","35042","0"
"0","24","4","1","1","1","1","35043","0"
"3","12","3","1","2","2","2","35044","0"
"3","11","3","1","2","3","1","35045","0"
"105","4","2","2","2","3","3","35046","0"
"164","165","1","2","2","3","3","35047","0"
"0","25","4","1","1","1","1","35048","0"
"3","11","3","1","2","3","1","35049","0"
"105","4","1","2","2","3","3","35050","0"
"180","114","1","2","2","3","3","35051","0"
"175","16","2","2","2","2","2","35052","0"
"105","5","2","2","2","2","3","35053","0"
"3","11","3","1","2","3","1","35054","0"
"169","68","1","2","2","3","3","35055","0"
"105","4","1","2","2","3","3","35056","0"
"175","17","2","2","2","2","2","35057","0"
"0","26","4","1","1","2","2","35058","0"
"105","6","1","2","2","3","3","35059","0"
"164","166","1","2","2","3","3","35060","0"
"3","11","3","1","2","3","1","35061","0"
"3","12","3","1","2","2","2","35062","0"
"3","11","3","1","2","3","1","35063","0"
"169","69","3","2","2","3","3","35064","0"
"142","0","1","2","2","3","3","35065","0"
"164","167","1","2","2","3","3","35066","0"
"0","27","4","1","2","2","2","35067","0"
"105","7","1","2","2","3","3","35068","0"
"3","13","3","2","2","3","3","35069","0"
"3","11","3","1","2","3","1","35070","0"
"142","0","1","2","2","3","3","35071","0"
"169","70","3","2","2","3","3","35072","0"
"3","13","3","2","2","3","3","35073","0"
"164","168","1","2","2","3","3","35074","0"
"0","28","4","1","1","2","2","35075","0"
"3","13","3","2","2","3","3","35076","0"
"105","8","1","2","2","3","3","35077","0"
"169","71","3","2","2","3","3","35078","0"
"164","169","1","2","2","3","3","35079","0"
"105","9","1","2","2","3","3","35080","0"
"175","18","2","2","2","3","2","35081","0"
"169","72","2","2","2","3","3","35082","0"
"43","138","1","2","2","3","3","35083","0"
"3","13","3","2","2","3","3","35084","0"
"105","10","1","2","2","3","3","35085","0"
"169","72","2","2","2","3","3","35086","0"
"0","29","3","2","2","2","2","35087","0"
"3","13","3","2","2","3","3","35088","0"
"164","170","1","2","2","3","3","35089","0"
"175","19","2","2","2","2","2","35090","0"
"105","10","1","2","2","3","3","35091","0"
"169","72","2","2","2","3","3","35092","0"
"3","13","3","2","2","3","3","35093","0"
"105","10","1","2","2","3","3","35094","0"
"0","30","4","1","2","3","3","35095","0"
"169","72","2","2","2","3","3","35096","0"
"175","20","2","2","2","2","2","35097","0"
"164","171","1","2","2","3","3","35098","0"
"180","115","1","2","2","3","3","35099","0"
"105","10","1","2","2","3","3","35100","0"
"0","31","4","1","2","1","1","35101","0"
"3","13","3","2","2","3","3","35102","0"
"164","172","1","2","2","3","3","35103","0"
"175","21","2","2","2","2","2","35104","0"
"180","116","1","2","2","3","3","35105","0"
"3","13","3","2","2","3","3","35106","0"
"0","32","4","1","1","2","1","35107","0"
"105","11","3","2","2","3","3","35108","0"
"175","22","2","2","2","2","2","35109","0"
"3","13","3","2","2","3","3","35110","0"
"164","173","1","2","2","3","3","35111","0"
"167","136","1","2","2","3","3","35112","0"
"105","11","3","2","2","3","3","35113","0"
"164","173","1","2","2","3","3","35114","0"
"0","33","4","1","2","2","2","35115","0"
"105","12","1","2","2","3","3","35116","0"
"164","173","1","2","2","3","3","35117","0"
"164","173","1","2","2","3","3","35118","0"
"0","34","1","2","2","3","3","35119","0"
"105","13","1","2","2","3","3","35120","0"
"105","14","1","2","2","3","3","35121","0"
"0","35","1","2","2","3","3","35122","0"
"164","174","1","2","2","3","3","35123","0"
"105","15","1","2","2","3","3","35124","0"
"105","15","1","2","2","3","3","35125","0"
"7","18","3","2","2","3","3","35126","0"
"105","15","1","2","2","3","3","35127","0"
"160","111","2","2","2","3","3","35128","0"
"164","175","1","2","2","3","3","35129","0"
"105","15","1","2","2","3","3","35130","0"
"0","36","1","2","2","3","3","35131","0"
"164","175","1","2","2","3","3","35132","0"
"105","15","1","2","2","3","3","35133","0"
"175","23","2","2","2","2","2","35134","0"
"164","175","1","2","2","3","3","35135","0"
"0","37","3","2","2","3","3","35136","0"
"164","175","1","2","2","3","3","35137","0"
"7","19","4","1","1","3","3","35138","0"
"105","15","1","2","2","3","3","35139","0"
"164","175","1","2","2","3","3","35140","0"
"0","38","1","2","2","3","3","35141","0"
"180","114","1","2","2","3","3","35142","0"
"164","176","1","2","2","3","3","35143","0"
"167","137","1","2","2","3","3","35144","0"
"105","16","1","2","2","3","3","35145","0"
"0","39","1","2","2","3","3","35146","0"
"105","17","1","2","2","3","3","35147","0"
"0","40","1","2","2","3","3","35148","0"
"105","18","1","2","2","3","3","35149","0"
"105","18","1","2","2","3","3","35150","0"
"0","41","1","2","2","3","3","35151","0"
"167","138","1","2","2","3","3","35152","0"
"105","18","1","2","2","3","3","35153","0"
"0","42","1","2","2","3","3","35154","0"
"7","20","3","1","2","3","3","35155","0"
"105","19","1","2","2","3","3","35156","0"
"105","19","1","2","2","3","3","35157","0"
"105","20","1","2","2","3","3","35158","0"
"0","43","1","2","2","3","3","35159","0"
"7","21","3","1","2","3","3","35160","0"
"105","20","1","2","2","3","3","35161","0"
"105","20","1","2","2","3","3","35162","0"
"160","112","5","1","2","2","1","35163","100"
"105","20","1","2","2","3","3","35164","0"
"105","19","1","2","2","3","3","35165","0"
"105","21","1","2","2","3","3","35166","0"
"0","44","1","2","2","3","3","35167","0"
"160","113","1","2","2","3","3","35168","0"
"105","21","1","2","2","3","3","35169","0"
"105","20","1","2","2","3","3","35170","0"
"105","19","1","2","2","3","3","35171","0"
"105","21","1","2","2","3","3","35172","0"
"0","45","1","2","2","3","3","35173","0"
"105","21","1","2","2","3","3","35174","0"
"105","20","1","2","2","3","3","35175","0"
"105","21","1","2","2","3","3","35176","0"
"7","22","3","2","2","3","3","35177","0"
"0","46","1","2","2","3","3","35178","0"
"105","20","1","2","2","3","3","35179","0"
"105","21","1","2","2","3","3","35180","0"
"43","139","1","2","2","3","3","35181","0"
"105","20","1","2","2","3","3","35182","0"
"0","47","1","2","2","3","3","35183","0"
"105","21","1","2","2","3","3","35184","0"
"105","20","1","2","2","3","3","35185","0"
"105","21","1","2","2","3","3","35186","0"
"0","48","1","2","2","3","3","35187","0"
"43","140","3","1","2","2","3","35188","1"
"105","20","1","2","2","3","3","35189","0"
"105","21","1","2","2","3","3","35190","0"
"105","21","2","2","2","3","3","35191","0"
"105","20","1","2","2","3","3","35192","0"
"105","21","2","2","2","3","3","35193","0"
"0","49","1","2","2","3","3","35194","0"
"43","141","1","2","2","3","3","35195","0"
"105","20","1","2","2","3","3","35196","0"
"105","21","2","2","2","3","3","35197","0"
"105","20","1","2","2","3","3","35198","0"
"105","21","1","2","2","3","3","35199","0"
"105","21","2","2","2","3","3","35200","0"
"0","50","1","2","2","3","3","35201","0"
"105","20","1","2","2","3","3","35202","0"
"105","21","2","2","2","3","3","35203","0"
"105","22","1","2","2","3","3","35204","0"
"0","51","1","2","2","3","3","35205","0"
"105","20","1","2","2","3","3","35206","0"
"105","21","2","2","2","3","3","35207","0"
"105","23","2","2","2","3","3","35208","0"
"105","20","1","2","2","3","3","35209","0"
"105","21","2","2","2","3","3","35210","0"
"105","24","1","2","2","3","3","35211","0"
"105","21","2","2","2","3","3","35212","0"
"43","142","1","2","2","3","3","35213","0"
"105","25","1","2","2","3","3","35214","0"
"105","21","2","2","2","3","3","35215","0"
"43","142","1","2","2","3","3","35216","0"
"43","143","4","1","2","2","2","35217","16"
"105","26","2","2","2","3","1","35218","0"
"105","21","2","2","2","3","3","35219","0"
"43","142","1","2","2","3","3","35220","0"
"0","52","1","2","2","3","3","35221","0"
"105","27","1","2","2","3","3","35222","0"
"105","21","2","2","2","3","3","35223","0"
"43","142","1","2","2","3","3","35224","0"
"43","143","4","1","2","2","2","35225","32"
"105","28","1","2","2","3","3","35226","0"
"105","21","2","2","2","3","3","35227","0"
"43","142","1","2","2","3","3","35228","0"
"105","29","1","2","2","3","3","35229","0"
"0","53","1","2","2","3","3","35230","0"
"105","21","2","2","2","3","3","35231","0"
"56","36","1","2","2","3","3","35232","0"
"43","142","1","2","2","3","3","35233","0"
"43","143","4","1","2","2","2","35234","70"
"56","36","1","2","2","3","3","35235","0"
"43","142","1","2","2","3","3","35236","0"
"105","30","1","2","2","3","3","35237","0"
"56","36","1","2","2","3","3","35238","0"
"43","142","1","2","2","3","3","35239","0"
"56","37","1","2","2","3","3","35240","0"
"56","37","1","2","2","3","3","35241","0"
"56","36","3","2","2","3","3","35242","30"
"43","142","1","2","2","3","3","35243","0"
"56","37","1","2","2","3","3","35244","0"
"105","31","3","2","2","2","3","35245","0"
"56","37","1","2","2","3","3","35246","0"
"56","36","3","2","2","3","3","35247","30"
"43","142","1","2","2","3","3","35248","0"
"56","37","1","2","2","3","3","35249","0"
"0","54","4","2","2","1","3","35250","0"
"56","37","1","2","2","3","3","35251","0"
"56","36","3","2","2","3","3","35252","30"
"43","142","1","2","2","3","3","35253","0"
"105","32","1","2","2","3","3","35254","0"
"56","37","1","2","2","3","3","35255","0"
"56","37","1","2","2","3","3","35256","0"
"56","36","3","2","2","3","3","35257","30"
"43","142","1","2","2","3","3","35258","0"
"105","33","1","2","2","3","3","35259","0"
"56","37","1","2","2","3","3","35260","0"
"56","37","1","2","2","3","3","35261","0"
"56","36","3","2","2","3","3","35262","30"
"105","33","1","2","2","3","3","35263","0"
"43","142","1","2","2","3","3","35264","0"
"0","55","1","2","2","3","3","35265","0"
"56","37","1","2","2","3","3","35266","0"
"105","33","1","2","2","3","3","35267","0"
"56","37","1","2","2","3","3","35268","0"
"56","36","3","2","2","3","3","35269","30"
"43","142","1","2","2","3","3","35270","0"
"105","34","2","2","2","3","3","35271","0"
"56","37","1","2","2","3","3","35272","0"
"56","37","1","2","2","3","3","35273","0"
"56","36","3","2","2","3","3","35274","30"
"43","142","1","2","2","3","3","35275","0"
"105","35","3","2","2","3","3","35276","0"
"56","37","1","2","2","3","3","35277","0"
"56","37","1","2","2","3","3","35278","0"
"56","36","3","2","2","3","3","35279","30"
"43","142","1","2","2","3","3","35280","0"
"105","36","1","2","2","3","3","35281","0"
"56","37","1","2","2","3","3","35282","0"
"175","24","2","2","2","2","2","35283","0"
"56","37","1","2","2","3","3","35284","0"
"56","36","3","2","2","3","3","35285","30"
"43","142","1","2","2","3","3","35286","0"
"0","56","1","2","2","3","3","35287","0"
"56","37","1","2","2","3","3","35288","0"
"56","37","1","2","2","3","3","35289","0"
"105","37","2","2","2","3","3","35290","0"
"56","37","1","2","2","3","3","35291","0"
"56","36","3","2","2","3","3","35292","30"
"43","142","1","2","2","3","3","35293","0"
"56","37","1","2","2","3","3","35294","0"
"105","38","2","2","2","3","1","35295","0"
"56","37","1","2","2","3","3","35296","0"
"56","38","1","2","2","3","3","35297","0"
"56","36","3","2","2","3","3","35298","30"
"43","142","1","2","2","3","3","35299","0"
"175","25","2","2","2","2","2","35300","0"
"56","37","1","2","2","3","3","35301","0"
"56","37","1","2","2","3","3","35302","0"
"56","36","3","2","2","3","3","35303","30"
"105","39","3","2","2","3","3","35304","0"
"43","142","1","2","2","3","3","35305","0"
"56","37","1","2","2","3","3","35306","0"
"56","37","1","2","2","3","3","35307","0"
"56","36","3","2","2","3","3","35308","30"
"105","40","1","2","2","3","3","35309","0"
"43","142","1","2","2","3","3","35310","0"
"56","37","1","2","2","3","3","35311","0"
"175","26","2","2","2","2","2","35312","0"
"56","39","1","2","2","3","3","35313","0"
"56","36","3","2","2","3","3","35314","30"
"43","142","1","2","2","3","3","35315","0"
"0","57","1","2","2","3","3","35316","0"
"105","41","2","2","2","3","3","35317","0"
"56","37","1","2","2","3","3","35318","0"
"56","36","1","2","2","3","3","35319","0"
"43","142","1","2","2","3","3","35320","0"
"56","37","1","2","2","3","3","35321","0"
"0","58","1","2","2","3","3","35322","0"
"105","42","3","2","2","2","1","35323","0"
"56","36","3","2","2","3","3","35324","30"
"56","37","1","2","2","3","3","35325","0"
"105","43","1","2","2","3","3","35326","0"
"56","36","3","2","2","3","3","35327","30"
"56","37","1","2","2","3","3","35328","0"
"56","36","3","2","2","3","3","35329","30"
"56","37","1","2","2","3","3","35330","0"
"105","44","2","2","2","3","1","35331","0"
"175","27","2","2","2","2","2","35332","0"
"56","36","3","2","2","3","3","35333","30"
"56","37","1","2","2","3","3","35334","0"
"105","45","2","2","2","3","1","35335","0"
"56","36","3","2","2","3","3","35336","30"
"56","37","1","2","2","3","3","35337","0"
"105","46","1","2","2","3","3","35338","0"
"56","36","3","2","2","3","3","35339","30"
"36","42","4","1","2","2","2","35340","0"
"56","37","1","2","2","3","3","35341","0"
"175","28","2","2","2","2","2","35342","0"
"56","36","3","2","2","3","3","35343","30"
"105","47","2","2","2","2","1","35344","0"
"56","37","1","2","2","3","3","35345","0"
"101","53","1","2","2","3","3","35346","0"
"56","36","3","2","2","3","3","35347","30"
"105","47","2","2","2","2","1","35348","0"
"56","37","1","2","2","3","3","35349","0"
"0","59","1","2","2","3","3","35350","0"
"56","36","3","2","2","3","3","35351","30"
"105","48","1","2","2","3","3","35352","0"
"56","37","1","2","2","3","3","35353","0"
"101","54","2","2","2","3","3","35354","0"
"56","36","3","2","2","3","3","35355","30"
"56","37","1","2","2","3","3","35356","0"
"105","49","2","2","2","2","3","35357","0"
"56","36","3","2","2","3","3","35358","30"
"56","37","1","2","2","3","3","35359","0"
"105","50","3","2","2","1","1","35360","0"
"56","36","1","2","2","3","3","35361","0"
"101","55","1","2","2","3","3","35362","0"
"105","51","1","2","2","3","3","35363","0"
"105","52","2","2","2","3","1","35364","0"
"105","53","3","2","2","2","1","35365","0"
"14","12","3","1","2","2","2","35366","0"
"105","54","1","2","2","3","3","35367","0"
"14","12","3","1","2","2","2","35368","0"
"105","54","1","2","2","3","3","35369","0"
"14","12","3","1","2","2","2","35370","0"
"169","73","4","1","2","3","3","35371","0"
"105","55","1","2","2","3","3","35372","0"
"14","12","3","1","2","2","2","35373","0"
"0","1","1","2","2","3","3","35374","0"
"14","12","3","1","2","2","2","35375","0"
"105","56","1","2","2","3","3","35376","0"
"169","74","2","2","2","3","3","35377","0"
"0","2","1","2","2","3","3","35378","0"
"105","57","2","2","2","1","2","35379","0"
"169","74","2","2","2","3","3","35380","0"
"105","58","2","2","2","3","3","35381","0"
"0","3","1","2","2","3","3","35382","0"
"175","29","4","1","2","2","2","35383","0"
"169","74","2","2","2","3","3","35384","0"
"105","59","3","2","2","2","2","35385","0"
"0","3","1","2","2","3","3","35386","0"
"169","74","2","2","2","3","3","35387","0"
"175","30","2","2","2","2","2","35388","0"
"105","60","4","2","2","3","1","35389","0"
"0","3","1","2","2","3","3","35390","0"
"7","23","3","2","2","3","3","35391","0"
"105","61","4","2","2","3","3","35392","0"
"105","62","1","2","2","3","3","35393","0"
"105","63","1","2","2","3","3","35394","0"
"175","31","2","2","2","2","2","35395","0"
"105","64","1","2","2","3","3","35396","0"
"105","65","3","2","2","1","1","35397","0"
"0","4","1","2","2","3","3","35398","0"
"105","66","3","2","2","1","1","35399","0"
"119","7","1","2","2","3","3","35400","0"
"0","4","1","2","2","3","3","35401","0"
"105","67","3","2","2","3","3","35402","0"
"0","4","1","2","2","3","3","35403","0"
"119","8","2","2","2","3","3","35404","0"
"105","68","1","2","2","3","3","35405","0"
"119","8","2","2","2","3","3","35406","0"
"119","8","2","2","2","3","3","35407","0"
"105","69","2","2","2","3","3","35408","0"
"119","9","1","2","2","3","3","35409","0"
"105","70","1","2","2","3","3","35410","0"
"119","10","1","2","2","3","3","35411","0"
"105","71","1","2","2","3","3","35412","0"
"105","72","3","2","2","2","2","35413","0"
"119","11","1","2","2","3","3","35414","0"
"105","73","3","2","2","2","2","35415","0"
"175","32","2","2","2","3","3","35416","0"
"119","12","1","2","2","3","3","35417","0"
"105","73","3","2","2","2","2","35418","0"
"105","74","1","2","2","3","3","35419","0"
"105","75","1","2","2","3","3","35420","0"
"29","37","1","2","2","3","3","35421","0"
"105","76","3","2","2","1","1","35422","0"
"105","77","2","2","2","1","2","35423","0"
"105","78","2","2","2","3","3","35424","0"
"105","79","4","2","2","1","1","35425","0"
"105","80","3","2","2","2","1","35426","0"
"105","81","4","2","2","1","1","35427","0"
"105","82","3","2","2","1","1","35428","0"
"7","24","3","2","2","3","3","35429","0"
"105","83","3","1","2","2","3","35430","0"
"105","84","3","2","2","2","2","35431","0"
"105","85","1","2","2","3","3","35432","0"
"105","86","4","2","2","3","3","35433","0"
"105","87","1","2","2","3","3","35434","0"
"7","25","3","2","2","3","3","35435","0"
"175","33","2","2","2","2","2","35436","0"
"105","87","1","2","2","3","3","35437","0"
"7","26","3","2","2","3","3","35438","0"
"105","88","4","2","2","1","1","35439","0"
"7","27","4","1","1","2","2","35440","0"
"105","89","3","1","2","2","1","35441","0"
"175","34","2","2","2","2","2","35442","0"
"7","28","1","2","2","3","3","35443","0"
"105","90","4","1","2","2","1","35444","0"
"119","13","1","2","2","3","3","35445","0"
"105","91","2","2","2","1","1","35446","0"
"119","14","1","2","2","3","3","35447","0"
"105","91","2","2","2","1","1","35448","0"
"105","92","1","2","2","3","3","35449","0"
"105","92","1","2","2","3","3","35450","0"
"105","92","1","2","2","3","3","35451","0"
"119","15","1","2","2","3","3","35452","0"
"105","92","1","2","2","3","3","35453","0"
"105","93","1","2","2","3","3","35454","0"
"105","92","1","2","2","3","3","35455","0"
"119","15","1","2","2","3","3","35456","0"
"105","93","2","2","2","2","2","35457","0"
"105","93","1","2","2","3","3","35458","0"
"105","92","1","2","2","3","3","35459","0"
"7","29","2","2","2","3","3","35460","0"
"105","93","2","2","2","2","2","35461","0"
"105","93","1","2","2","3","3","35462","0"
"105","92","1","2","2","3","3","35463","0"
"7","30","3","2","2","3","3","35464","0"
"105","93","1","2","2","3","3","35465","0"
"105","94","4","1","2","3","3","35466","0"
"119","16","1","2","2","3","3","35467","0"
"105","95","4","1","1","1","1","35468","0"
"169","75","3","2","2","2","3","35469","0"
"169","75","3","2","2","2","3","35470","0"
"105","96","4","1","2","2","2","35471","0"
"169","75","3","2","2","2","3","35472","0"
"105","97","4","2","2","3","3","35473","0"
"119","17","1","2","2","3","3","35474","0"
"169","75","3","2","2","2","3","35475","0"
"119","17","1","2","2","3","3","35476","0"
"105","98","4","1","2","2","2","35477","0"
"169","75","3","2","2","2","3","35478","0"
"105","99","4","1","1","1","1","35479","0"
"105","99","4","1","1","1","1","35480","22"
"105","99","4","1","1","1","1","35481","22"
"119","18","1","2","2","3","3","35482","0"
"105","100","4","1","1","2","2","35483","0"
"79","0","2","2","2","1","1","35484","0"
"105","101","4","2","2","2","3","35485","0"
"105","102","4","1","2","3","2","35486","0"
"105","103","4","1","2","2","2","35487","0"
"79","1","2","2","2","3","3","35488","0"
"105","104","4","1","1","2","2","35489","0"
"105","104","1","2","2","3","3","35490","0"
"175","35","2","2","2","3","3","35491","0"
"7","31","3","2","2","3","3","35492","0"
"105","106","4","1","2","3","3","35493","0"
"105","106","3","2","2","3","3","35494","36"
"105","106","3","2","2","3","3","35495","36"
"105","107","4","2","2","1","1","35496","0"
"105","106","3","2","2","3","3","35497","36"
"105","106","3","2","2","3","3","35498","36"
"105","108","4","1","2","3","2","35499","28"
"105","107","4","2","2","3","3","35500","0"
"79","2","2","2","2","3","3","35501","0"
"105","106","3","2","2","3","3","35502","36"
"105","109","4","1","1","2","2","35503","44"
"105","108","4","2","2","3","3","35504","0"
"105","106","3","2","2","3","3","35505","36"
"79","3","2","2","2","1","1","35506","0"
"105","106","3","2","2","3","3","35507","36"
"105","110","4","1","2","3","2","35508","23"
"105","107","5","2","2","3","3","35509","0"
"105","106","3","2","2","3","3","35510","36"
"79","4","3","2","2","1","1","35511","0"
"105","106","3","2","2","3","3","35512","36"
"105","111","5","1","1","1","1","35513","74"
"79","5","4","2","2","1","1","35514","0"
"105","106","3","2","2","3","3","35515","36"
"105","106","3","2","2","3","3","35516","36"
"79","6","2","2","2","2","2","35517","0"
"105","112","5","1","1","2","1","35518","39"
"105","106","3","2","2","3","3","35519","36"
"105","107","4","2","2","3","3","35520","0"
"105","113","1","2","2","3","3","35521","0"
"79","7","1","2","2","3","3","35522","0"
"175","36","2","2","2","2","2","35523","0"
"105","114","1","2","2","3","3","35524","0"
"105","107","4","2","2","3","3","35525","0"
"105","115","2","2","2","3","3","35526","9"
"119","19","1","2","2","3","3","35527","0"
"7","32","3","2","2","3","3","35528","0"
"105","108","4","1","2","3","2","35529","0"
"105","116","1","2","2","3","3","35530","0"
"105","109","4","1","2","2","2","35531","0"
"105","117","5","1","1","2","1","35532","35"
"119","20","1","2","2","3","3","35533","0"
"105","117","5","1","1","2","1","35534","62"
"175","37","2","2","2","2","2","35535","0"
"105","118","2","2","2","3","3","35536","0"
"175","38","2","2","2","2","2","35537","0"
"105","119","4","1","2","2","1","35538","83"
"175","39","2","2","2","2","2","35539","0"
"105","119","4","1","2","2","1","35540","83"
"175","40","2","2","2","2","2","35541","0"
"105","120","4","1","2","2","2","35542","35"
"105","121","3","1","2","3","3","35543","36"
"7","33","3","1","2","2","2","35544","0"
"105","122","2","2","2","3","3","35545","47"
"105","122","2","2","2","3","3","35546","47"
"101","56","1","2","2","3","3","35547","0"
"105","123","4","1","2","2","1","35548","34"
"119","21","1","2","2","3","3","35549","0"
"105","124","2","1","2","2","2","35550","9"
"105","125","1","2","2","3","3","35551","0"
"10","60","1","2","2","3","3","35552","0"
"105","126","3","2","2","3","3","35553","0"
"105","127","1","2","2","3","3","35554","0"
"105","128","1","2","2","3","3","35555","0"
"105","129","1","2","2","3","3","35556","0"
"10","61","1","2","2","3","3","35557","0"
"105","130","2","1","2","3","3","35558","19"
"10","62","1","2","2","3","3","35559","0"
"105","131","2","2","2","3","3","35560","0"
"105","132","4","1","2","2","1","35561","39"
"105","133","1","2","2","3","3","35562","0"
"105","134","1","2","2","3","3","35563","0"
"105","135","4","1","2","2","1","35564","60"
"105","136","2","2","2","3","3","35565","0"
"105","137","1","2","2","3","3","35566","0"
"175","41","2","2","2","2","2","35567","0"
"7","34","1","2","2","3","3","35568","0"
"105","138","4","2","2","2","1","35569","53"
"7","35","1","2","2","3","3","35570","0"
"105","139","1","2","2","3","3","35571","0"
"175","42","2","2","2","2","2","35572","0"
"101","57","1","2","2","3","3","35573","0"
"4","81","1","2","2","3","3","35574","0"
"7","35","1","2","2","3","3","35575","0"
"105","140","2","2","2","3","3","35576","4"
"4","81","1","2","2","3","3","35577","0"
"105","141","1","2","2","3","3","35578","0"
"4","81","1","2","2","3","3","35579","0"
"4","81","1","2","2","3","3","35580","0"
"4","81","1","2","2","3","3","35581","0"
"4","81","1","2","2","3","3","35582","0"
"4","81","1","2","2","3","3","35583","0"
"4","81","1","2","2","3","3","35584","0"
"4","81","1","2","2","3","3","35585","0"
"4","81","1","2","2","3","3","35586","0"
"4","81","1","2","2","3","3","35587","0"
"4","81","1","2","2","3","3","35588","0"
"105","142","1","2","2","3","3","35589","0"
"4","81","1","2","2","3","3","35590","0"
"4","81","1","2","2","3","3","35591","0"
"4","81","1","2","2","3","3","35592","0"
"4","81","1","2","2","3","3","35593","0"
"4","81","1","2","2","3","3","35594","0"
"105","143","2","2","2","3","3","35595","7"
"105","144","1","2","2","3","3","35596","0"
"105","145","3","1","2","3","1","35597","0"
"105","146","1","2","2","3","3","35598","0"
"105","147","4","1","2","1","2","35599","74"
"105","148","1","2","2","3","3","35600","0"
"105","149","3","1","2","3","3","35601","7"
"105","150","1","2","2","3","3","35602","0"
"105","151","2","2","2","3","3","35603","0"
"105","152","1","2","2","3","3","35604","0"
"105","153","4","1","2","2","1","35605","30"
"105","154","1","2","2","3","3","35606","0"
"105","155","3","1","2","2","2","35607","54"
"105","156","1","2","2","3","3","35608","0"
"105","157","3","1","2","2","2","35609","0"
"105","158","1","2","2","3","3","35610","0"
"105","159","4","1","2","2","2","35611","48"
"105","160","1","2","2","3","3","35612","0"
"105","161","2","2","2","2","2","35613","0"
"105","162","1","2","2","3","3","35614","0"
"105","163","4","1","2","2","2","35615","46"
"105","164","1","2","2","3","3","35616","0"
"105","165","1","2","2","3","3","35617","0"
"105","166","1","2","2","3","3","35618","0"
"105","167","2","2","2","2","2","35619","0"
"105","168","1","2","2","3","3","35620","0"
"105","169","4","1","2","2","3","35621","0"
"105","170","1","2","2","3","3","35622","0"
"105","171","1","2","2","3","3","35623","0"
"105","172","1","2","2","3","3","35624","0"
"105","173","2","1","2","3","3","35625","31"
"105","174","1","2","2","3","3","35626","0"
"105","175","5","1","2","2","2","35627","79"
"105","176","1","2","2","3","3","35628","0"
"7","36","1","2","2","3","3","35629","0"
"144","0","2","2","2","3","2","35630","0"
"144","1","3","2","2","3","3","35631","0"
"144","2","3","2","2","3","3","35632","0"
"144","3","1","2","2","3","3","35633","0"
"144","4","1","2","2","3","3","35634","0"
